City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ke-macina,13.9623,-5.3572,35.21,34,100,1.43,ML,1719356045
364,crucecita,-28.95,-58.9833,9.75,72,100,3.98,AR,1719356046
365,isla mujeres,21.2311,-86.731,30.65,80,96,4.48,MX,1719356047
366,portales,34.1862,-103.3344,39.74,21,8,3.13,US,1719355848
367,enewetak,11.3474,162.3373,28.02,79,35,8.72,MH,1719356050
368,tell city,37.9514,-86.7678,25.94,94,40,3.6,US,1719356051
369,carrizo springs,28.5219,-99.8606,35.97,41,40,5.66,US,1719356052
370,ola,59.5833,151.2833,8.11,91,99,3.0,RU,1719356053
371,tangalle,6.024,80.7911,26.38,83,100,5.04,LK,1719356054
372,kununurra,-15.7667,128.7333,11.99,82,8,0.51,AU,1719356055
373,kimbe,-5.5502,150.1429,28.67,76,96,1.4,PG,1719356056
374,kuressaare,58.2481,22.5039,15.53,100,0,0.51,EE,1719356058
375,kidal,18.4411,1.4078,34.27,26,98,2.76,ML,1719356059
376,lorengau,-2.0226,147.2712,29.53,74,100,4.18,PG,1719356060
377,callao,-12.0667,-77.15,18.73,82,100,3.6,PE,1719355994
378,lormi,22.2833,81.7333,30.28,63,98,0.37,IN,1719356062
379,new norfolk,-42.7826,147.0587,7.06,91,100,0.67,AU,1719356063
380,gulf shores,30.246,-87.7008,34.65,61,0,5.14,US,1719355922
381,bindki,26.0333,80.6,35.28,46,59,2.16,IN,1719356066
382,tazovsky,67.4667,78.7,18.11,82,17,3.39,RU,1719355985
383,igarka,67.4667,86.5833,20.77,58,56,3.6,RU,1719356069
384,vernon,50.2581,-119.2691,29.86,23,51,0.45,CA,1719356043
385,kyaikto,17.3,97.0167,26.08,90,100,1.05,MM,1719356072
386,labrador city,52.9463,-66.9114,22.41,34,100,5.17,CA,1719356073
387,bhatgaon,21.15,81.7,29.83,64,62,2.88,IN,1719356074
388,la paz,-16.5,-68.15,13.99,30,20,3.6,BO,1719355331
389,huatabampo,26.8333,-109.6333,32.04,48,14,5.34,MX,1719356077
390,i-n-salah,27.1935,2.4607,37.52,8,29,2.61,DZ,1719356078
391,lazaro cardenas,17.9583,-102.2,28.52,71,89,4.43,MX,1719356079
392,beloyarskiy,63.7119,66.6722,16.21,93,65,2.21,RU,1719356080
393,buulobarde,3.8538,45.5674,23.1,80,74,7.12,SO,1719356082
394,faya-largeau,17.9257,19.1043,33.42,31,17,4.65,TD,1719356083
395,khanty-mansiysk,61.0042,69.0019,19.06,72,0,2.0,RU,1719356085
396,timimoun,29.2639,0.231,38.21,8,64,3.6,DZ,1719356086
397,medicine hat,50.0501,-110.6683,22.14,43,84,6.0,CA,1719355350
398,kasane,-17.8167,25.15,12.1,63,0,2.37,BW,1719356088
399,acarau,-2.8856,-40.12,25.39,85,2,5.38,BR,1719356089
400,santa helena de goias,-17.8136,-50.5969,23.46,36,0,1.66,BR,1719356090
401,singaparna,-7.3515,108.111,22.15,98,79,0.76,ID,1719356091
402,zag,46.9441,99.165,15.97,49,30,1.3,MN,1719356092
403,nuuk,64.1835,-51.7216,5.34,75,75,2.06,GL,1719355822
404,umm kaddadah,13.6017,26.6876,33.9,29,69,3.65,SD,1719356095
405,piscu vechi,43.9,23.1667,20.8,91,100,2.5,RO,1719356096
406,bandar labuan,5.2888,115.2692,26.2,94,20,0.51,MY,1719356097
407,swakopmund,-22.6833,14.5333,17.47,43,0,2.24,NA,1719356098
408,katsuura,35.1333,140.3,24.7,81,15,6.0,JP,1719356099
409,gadzhiyevo,69.2551,33.3362,14.2,72,73,5.04,RU,1719356100
410,marsh harbour,26.5412,-77.0636,29.12,68,24,1.82,BS,1719356102
411,kavieng,-2.5744,150.7967,28.88,76,99,5.19,PG,1719356103
412,bathsheba,13.2167,-59.5167,28.02,80,100,6.36,BB,1719356104
413,rioverde,21.9333,-99.9833,28.25,59,34,5.97,MX,1719355975
414,southwick,42.0548,-72.7704,30.51,54,0,3.09,US,1719356068
415,atafu village,-8.5421,-172.5159,28.34,77,36,7.35,TK,1719356107
416,tateyama,34.9833,139.8667,24.49,81,28,5.27,JP,1719356108
417,naze,28.3667,129.4833,25.51,85,53,4.27,JP,1719356109
418,bulungu,-4.55,18.6,22.92,42,7,0.95,CD,1719356111
419,edgewater,28.9889,-80.9023,32.13,71,20,6.17,US,1719355826
420,narvik,68.4384,17.4272,12.99,98,100,3.6,NO,1719356113
421,isla vista,34.4133,-119.861,33.2,54,0,3.09,US,1719356114
422,new kingman-butler,35.265,-114.0323,39.51,25,0,5.81,US,1719356115
423,ojinaga,29.5667,-104.4167,42.54,26,0,4.12,MX,1719356116
424,biryusinsk,55.9634,97.8235,16.13,70,68,0.84,RU,1719356118
425,mokhsogollokh,61.4681,128.9203,18.73,78,98,3.94,RU,1719356119
426,sosnogorsk,63.6023,53.8817,5.92,98,100,4.31,RU,1719356120
427,bikenibeu village,1.3673,173.1241,30.98,70,20,4.12,KI,1719356121
428,coari,-4.085,-63.1414,26.67,67,77,0.65,BR,1719356122
429,dul'durga,50.6761,113.5931,17.13,81,98,0.44,RU,1719356123
430,uturoa,-16.7333,-151.4333,24.46,82,100,10.52,PF,1719356124
431,freetown,8.484,-13.2299,26.84,78,75,3.09,SL,1719356127
432,guercif,34.2257,-3.3536,24.34,47,33,2.51,MA,1719356128
433,kirensk,57.7853,108.1119,17.73,90,45,1.36,RU,1719356129
434,ulsteinvik,62.3432,5.8487,13.75,93,100,0.89,NO,1719356130
435,ambon,-3.6954,128.1814,26.04,95,40,3.09,ID,1719356131
436,ponta delgada,37.7333,-25.6667,19.4,72,40,2.57,PT,1719356132
437,gargalianoi,37.0667,21.6333,25.2,63,0,0.81,GR,1719356133
438,tazacorte,28.629,-17.9293,21.54,90,40,7.72,ES,1719356135
439,richards bay,-28.783,32.0377,18.56,87,58,3.13,ZA,1719356025
440,boticas,41.6758,-7.716,13.42,98,60,1.83,PT,1719356137
441,antonio enes,-16.2325,39.9086,22.67,74,21,3.61,MZ,1719356138
442,chattanooga,35.0456,-85.3097,35.92,42,20,1.54,US,1719356010
443,rumoi,43.9344,141.6428,12.81,82,100,4.36,JP,1719356141
444,beyneu,45.3167,55.2,24.77,48,6,2.68,KZ,1719356142
445,redencao,-4.2258,-38.7306,22.42,96,5,1.26,BR,1719356143
446,george town,5.4112,100.3354,27.97,83,20,1.03,MY,1719356064
447,kenai,60.5544,-151.2583,19.45,67,0,5.14,US,1719356145
448,akrehamn,59.2667,5.1833,15.79,88,100,1.54,NO,1719356146
449,walvis bay,-22.9575,14.5053,17.53,48,0,1.03,NA,1719356147
450,mezhdurechenskiy,59.6,65.9333,13.56,98,60,3.22,RU,1719356148
451,sarangani,5.4033,125.4636,28.47,70,100,1.25,PH,1719356150
452,mulchen,-37.7167,-72.2333,6.92,85,79,0.76,CL,1719356151
453,al-hamdaniya,36.2715,43.3737,31.91,25,2,4.89,IQ,1719356152
454,fale old settlement,-9.3852,-171.2468,28.17,79,67,9.82,TK,1719356153
455,afif,23.9065,42.9172,28.75,14,0,4.87,SA,1719356154
456,san antonio de pale,-1.4014,5.6325,23.25,87,86,3.23,GQ,1719356155
457,pacific grove,36.6177,-121.9166,26.33,83,0,4.63,US,1719356156
458,rokiskis,55.9667,25.5833,12.72,63,20,1.44,LT,1719356157
459,guerrero negro,27.9769,-114.0611,22.17,70,15,8.58,MX,1719356159
460,ugoofaaru,5.6667,73.0,28.15,80,100,8.58,MV,1719356160
461,nar'yan-mar,67.6713,53.087,3.79,95,100,6.78,RU,1719356161
462,dunedin,-45.8742,170.5036,9.33,99,100,2.68,NZ,1719356162
463,angra do heroismo,38.65,-27.2167,20.34,77,20,0.89,PT,1719356164
464,kabare,-2.4683,28.8242,13.44,81,0,0.39,CD,1719356165
465,issoire,45.55,3.25,20.59,90,75,1.6,FR,1719356166
466,mount pearl,47.5166,-52.7813,10.18,98,100,4.12,CA,1719356167
467,arteche,12.2645,125.4048,27.36,90,95,4.01,PH,1719356168
468,tyukalinsk,55.8732,72.1967,13.07,94,26,3.31,RU,1719356169
469,yunfu,22.9306,112.0373,25.39,95,93,1.1,CN,1719356170
470,porbandar,21.6422,69.6093,28.95,83,100,4.85,IN,1719356171
471,roma,43.2128,-75.4557,25.53,63,0,1.54,US,1719356172
472,mumbwa,-14.9783,27.0619,11.23,76,0,2.01,ZM,1719356173
473,urangan,-25.3,152.9,17.89,94,100,2.68,AU,1719356175
474,mugia,43.1041,-9.2179,17.87,97,98,5.27,ES,1719356176
475,ouarzazat,30.9189,-6.8934,31.16,18,20,5.14,MA,1719356177
476,ceeldheer,3.8488,47.1806,24.19,83,76,8.7,SO,1719356178
477,novoagansk,61.9449,76.6625,17.8,96,100,3.03,RU,1719356179
478,ouadda,8.0777,22.4007,20.17,93,73,1.05,CF,1719356180
479,ha giang,22.8333,104.9833,24.13,100,100,0.08,VN,1719356181
480,menongue,-14.6585,17.691,10.49,61,5,2.44,AO,1719356182
481,belmonte,-15.8631,-38.8828,23.16,83,58,2.55,BR,1719356184
482,morehead,37.2711,-87.1764,32.86,62,0,0.0,US,1719356185
483,norridge,41.9634,-87.8273,29.64,64,100,7.15,US,1719356186
484,dampit,-8.2116,112.7493,21.24,99,92,1.09,ID,1719356187
485,colonia,50.9333,6.95,21.64,76,0,2.57,DE,1719356146
486,portel,-1.9356,-50.8211,25.93,79,35,1.71,BR,1719356190
487,dabhoi,22.1833,73.4333,30.34,74,37,3.07,IN,1719356191
488,tuxpan,19.55,-103.4,23.08,81,100,2.16,MX,1719356192
489,lompoc,34.6391,-120.4579,27.14,58,0,7.2,US,1719356193
490,weligama,5.9667,80.4167,27.73,88,100,5.21,LK,1719356194
491,coquimbo,-29.9533,-71.3436,13.85,67,0,4.63,CL,1719356056
492,albufeira,37.0882,-8.2503,20.91,79,63,6.64,PT,1719356196
493,lagoa,39.05,-27.9833,18.56,67,95,2.28,PT,1719356197
494,akdepe,42.0551,59.3788,25.05,25,0,2.74,TM,1719356198
495,el jadid,33.2549,-8.506,20.07,77,100,6.37,MA,1719356200
496,novodvinsk,64.4165,40.8122,11.86,83,30,1.65,RU,1719356201
497,souillac,-20.5167,57.5167,22.21,78,75,3.6,MU,1719356202
498,khorugh,37.4897,71.553,15.45,51,100,1.16,TJ,1719356203
499,shitanjing,39.2342,106.3439,21.92,39,8,1.73,CN,1719356204
500,pisco,-13.7,-76.2167,18.03,77,15,3.09,PE,1719356205
501,tarko-sale,64.9225,77.785,20.92,86,98,2.46,RU,1719356207
502,masvingo,-20.0637,30.8277,14.38,65,100,2.65,ZW,1719356208
503,inyonga,-6.7167,32.0667,14.06,56,0,2.32,TZ,1719356209
504,fisterra,42.9049,-9.2629,17.79,96,98,2.74,ES,1719356210
505,broome,42.2506,-75.833,27.06,56,75,4.12,US,1719356211
506,tarakan,3.3,117.6333,25.72,94,40,0.0,ID,1719356212
507,galle,6.0367,80.217,27.74,85,100,6.41,LK,1719356213
508,viqueque,-8.8673,126.3658,24.03,80,100,0.83,TL,1719356214
509,dali,25.7,100.1833,17.41,88,97,1.38,CN,1719356216
510,bereket,39.2446,55.5154,30.01,22,14,4.84,TM,1719356217
511,shimoda,34.6667,138.95,26.17,68,100,7.52,JP,1719356218
512,cherepovets,59.1333,37.9,12.47,81,98,4.41,RU,1719356219
513,duba,27.3513,35.6901,32.45,45,0,2.0,SA,1719356220
514,alofi,-19.0595,-169.9187,24.94,69,75,5.14,NU,1719356221
515,orkeny,47.1299,19.4332,24.9,92,100,2.02,HU,1719356222
516,kingston,17.997,-76.7936,32.53,55,47,8.23,JM,1719355883
517,neftcala,39.3742,49.2472,26.1,74,60,3.29,AZ,1719356224
518,port douglas,-16.4833,145.4667,23.88,92,100,4.25,AU,1719356226
519,yarmouth,41.7057,-70.2286,28.97,69,0,3.6,US,1719356227
520,banamba,13.55,-7.45,31.73,43,34,3.42,ML,1719356228
521,nusaybin,37.0778,41.2178,30.41,21,27,2.37,TR,1719356229
522,el fasher,13.6279,25.3494,32.65,30,60,3.39,SD,1719356230
523,qui nhon,13.7667,109.2333,26.09,81,100,1.55,VN,1719356232
524,kyzyl-mazhalyk,51.1333,90.6,21.08,61,100,3.14,RU,1719356233
525,shenjiamen,29.9576,122.298,22.36,97,100,2.84,CN,1719356234
526,fish town,5.1964,-7.8756,21.92,97,100,1.08,LR,1719356235
527,sittwe,20.15,92.9,27.68,87,100,4.39,MM,1719356236
528,tuburan,6.6439,122.2736,26.05,77,98,2.36,PH,1719356237
529,artesia,33.8658,-118.0831,35.49,54,0,5.66,US,1719356239
530,malango,-2.9627,119.9001,19.91,98,91,0.66,ID,1719356240
531,hoemul-li,41.4339,129.67,20.87,62,0,0.83,KP,1719356241
532,thomaston,32.8882,-84.3266,36.72,28,0,2.57,US,1719356243
533,bima,-8.4667,118.7167,23.68,89,48,1.71,ID,1719356244
534,porto novo,6.4965,2.6036,25.9,91,100,3.26,BJ,1719356058
535,taroa,8.7058,171.2275,28.28,80,94,6.89,MH,1719356248
536,merizo village,13.2658,144.6691,29.99,84,99,8.27,GU,1719356249
537,selkirk,50.1436,-96.8845,20.65,82,93,3.58,CA,1719356251
538,morgan city,29.6994,-91.2068,32.78,56,81,3.79,US,1719355957
539,lhokseumawe,5.1801,97.1507,25.23,91,100,2.45,ID,1719356253
540,pechory,57.8164,27.6119,14.7,68,16,1.83,RU,1719356254
541,manismata,-2.4667,111.0333,22.93,99,81,1.06,ID,1719356246
542,pankrushikha,53.8319,80.3406,17.39,88,3,1.53,RU,1719356256
543,itoman,26.1247,127.6694,29.21,91,40,5.14,JP,1719356258
544,umm qasr,30.0405,47.9168,34.93,14,0,4.77,IQ,1719356259
545,armacao de buzios,-22.7469,-41.8817,25.03,92,11,3.43,BR,1719356255
546,isabel segunda,18.1491,-65.4427,31.04,80,8,8.45,PR,1719356261
547,sumenep,-7.0167,113.8667,25.1,85,29,2.62,ID,1719356263
548,poyang,28.9924,116.6675,21.76,97,100,0.72,CN,1719356264
549,gaoual,11.75,-13.2,25.66,91,99,1.48,GN,1719356265
550,axim,4.8699,-2.2405,24.62,91,100,3.42,GH,1719356266
551,puerto lempira,15.2667,-83.7667,27.08,78,40,3.09,HN,1719356081
552,guane,22.2025,-84.0875,29.29,71,30,1.83,CU,1719356269
553,zeya,53.75,127.2667,23.91,46,32,0.93,RU,1719356271
554,sefrou,33.8319,-4.828,18.53,83,0,5.14,MA,1719356272
555,kudahuvadhoo,2.6708,72.8944,28.58,78,99,7.23,MV,1719356273
556,usingen,50.3333,8.5333,23.05,87,43,2.03,DE,1719356274
557,mitsamiouli,-11.3847,43.2844,26.4,69,83,2.2,KM,1719356276
558,zemio,5.0314,25.1361,20.21,98,49,1.12,CF,1719356278
559,gamay,12.3854,125.2979,26.73,92,100,2.76,PH,1719356279
560,tallulah,32.4085,-91.1868,36.0,52,0,0.0,US,1719356280
561,midvagur,62.0511,-7.1939,10.46,93,75,8.75,FO,1719356281
562,palmas,-10.2128,-48.3603,26.93,54,0,1.03,BR,1719355938
563,makinsk,52.6292,70.4169,14.36,69,67,3.42,KZ,1719356283
564,el calafate,-50.3408,-72.2768,-0.56,85,77,1.63,AR,1719355987
565,isangel,-19.55,169.2667,24.39,73,45,5.88,VU,1719356285
566,fang,19.9169,99.2145,23.05,98,100,0.92,TH,1719356287
567,burang,30.25,81.1667,8.97,80,80,1.33,CN,1719356288
568,salalah,17.0151,54.0924,27.9,82,66,3.94,OM,1719356289
569,kumylzhenskaya,49.8809,42.5898,12.21,70,100,4.31,RU,1719356290
570,mbala,-8.8402,31.3659,11.58,67,0,4.42,ZM,1719356291
571,bonthe,7.5264,-12.505,25.52,88,100,2.91,SL,1719356292
572,helong,42.5397,128.9972,19.19,76,0,1.89,CN,1719356293
573,erdenet,49.0333,104.0833,14.92,83,84,1.16,MN,1719356295
574,santana,-0.0583,-51.1817,27.1,94,75,2.06,BR,1719356296
575,cedeira,43.6797,-8.0209,17.21,72,95,6.32,ES,1719356298
576,aldinga beach,-35.2793,138.4604,12.59,81,13,8.25,AU,1719356299
577,belaya kholunitsa,58.84,50.8528,10.99,74,99,4.62,RU,1719356300
578,oriximina,-1.7656,-55.8661,26.08,77,41,0.83,BR,1719356302
579,egilsstadir,65.2653,-14.3948,10.95,62,0,5.66,IS,1719356303
580,mukalla,14.5425,49.1242,29.91,72,99,2.05,YE,1719356304
581,vorkuta,67.5,64.0,16.5,91,100,2.73,RU,1719356305
582,trairi,-3.2778,-39.2689,25.52,83,0,4.42,BR,1719356175
583,kurchatov,51.6601,35.6521,14.23,81,43,2.76,RU,1719356307
584,yantzaza,-3.8278,-78.7594,22.73,81,87,0.21,EC,1719356308
585,amherst,41.3978,-82.2224,28.74,63,0,7.72,US,1719356309
586,kuanda,56.3161,116.0806,19.47,71,70,0.55,RU,1719356310
587,pinhao,-25.6956,-51.6597,14.64,98,80,1.4,BR,1719356312
588,vila do maio,15.1333,-23.2167,24.44,82,62,5.29,CV,1719356313
589,caribou,46.8606,-68.012,28.24,45,0,3.09,US,1719356314
590,chibougamau,49.9168,-74.3659,23.48,49,88,6.75,CA,1719356315
591,akureyri,65.6835,-18.0878,11.96,54,75,4.12,IS,1719356316
